Country Name	Country Code	Series Name	Series Code	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]
China	CHN	Domestic credit to private sector (% of GDP)	FS.AST.PRVT.GD.ZS	128.4961774	133.804493	140.1473966	152.5515652	156.8202419
China	CHN	Ease of doing business index (1=most business-friendly regulations)	IC.BUS.EASE.XQ	..	..	..	..	..
China	CHN	Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	3474.988062	3773.405384	3927.0445	..	..
China	CHN	"Employers, female (% of female employment) (modeled ILO estimate)"	SL.EMP.MPYR.FE.ZS	1.725000024	1.74000001	1.76699996	1.674999952	1.664000034
China	CHN	"Employers, male (% of male employment) (modeled ILO estimate)"	SL.EMP.MPYR.MA.ZS	5.117000103	5.065000057	5.065999985	4.764999866	4.684000015
China	CHN	"Employers, total (% of total employment) (modeled ILO estimate)"	SL.EMP.MPYR.ZS	3.618000031	3.595999956	3.608999968	3.40199995	3.355000019
China	CHN	Employment in agriculture (% of total employment) (modeled ILO estimate)	SL.AGR.EMPL.ZS	23.16900063	21.9279995	20.72999954	19.54800034	18.35700035
China	CHN	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS	26.68199921	25.36800003	24.10499954	22.78800011	21.4489994
China	CHN	"Employment in agriculture, male (% of male employment) (modeled ILO estimate)"	SL.AGR.EMPL.MA.ZS	20.38500023	19.20499992	18.06100082	16.98999977	15.92700005
China	CHN	Employment in industry (% of total employment) (modeled ILO estimate)	SL.IND.EMPL.ZS	29.48399925	28.83399963	28.06399918	27.10199928	26.79100037
China	CHN	"Employment in industry, female (% of female employment) (modeled ILO estimate)"	SL.IND.EMPL.FE.ZS	26.18000031	25.08799934	23.85199928	22.59700012	22.01399994
China	CHN	"Employment in industry, male (% of male employment) (modeled ILO estimate)"	SL.IND.EMPL.MA.ZS	32.10200119	31.79999924	31.3939991	30.65600014	30.54599953
China	CHN	Employment in services (% of total employment) (modeled ILO estimate)	SL.SRV.EMPL.ZS	47.34799957	49.23799896	51.20600128	53.35100174	54.85200119
China	CHN	"Employment in services, female (% of female employment) (modeled ILO estimate)"	SL.SRV.EMPL.FE.ZS	47.13899994	49.54499817	52.04299927	54.61500168	56.5379982
China	CHN	"Employment in services, male (% of male employment) (modeled ILO estimate)"	SL.SRV.EMPL.MA.ZS	47.51300049	48.99499893	50.54399872	52.35400009	53.52700043
China	CHN	Export value index (2000 = 100)	TX.VAL.MRCH.XD.WD	822.1064754	886.4279322	939.9136447	912.2955984	841.7362552
China	CHN	Export volume index (2000 = 100)	TX.QTY.MRCH.XD.WD	596.8391727	647.4202795	683.7496354	677.894392	677.6427467
World	WLD	Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	30.5843975	30.39855604	30.18437733	29.29426403	28.51651203
China	CHN	Exports of goods and services (annual % growth)	NE.EXP.GNFS.KD.ZG	..	..	..	..	..
China	CHN	"Fertility rate, total (births per woman)"	SP.DYN.TFRT.IN	1.599	1.604	1.61	1.617	1.624
China	CHN	Fixed broadband Internet subscribers (per 100 people)	IT.NET.BBND.P2	12.7387417	13.66140637	14.42209207	19.83109074	22.98517393
China	CHN	"Foreign direct investment, net inflows (% of GDP)"	BX.KLT.DINV.WD.GD.ZS	2.817738858	3.028225603	2.557600305	2.191564801	1.56151998
China	CHN	"Foreign direct investment, net outflows (% of GDP)"	BM.KLT.DINV.WD.GD.ZS	0.758869546	0.759541737	1.174634453	1.576104307	1.933916583
China	CHN	Fuel exports (% of merchandise exports)	TX.VAL.FUEL.ZS.UN	1.501676314	1.521362829	1.458796189	1.227332122	1.285975708
China	CHN	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG	7.85626211	7.757635146	7.297665959	6.900204817	6.7
China	CHN	GDP per capita (constant 2005 US$)	NY.GDP.PCAP.KD	5336.060143	5721.693819	6108.238775	6496.624013	6894.464522
China	CHN	"GDP per capita, PPP (constant 2011 international $)"	NY.GDP.PCAP.PP.KD	11145.75158	11951.24796	12758.64779	13569.89153	14400.88506
China	CHN	GDP per person employed (constant 1990 PPP $)	SL.GDP.PCAP.EM.KD	19730.35547	21230.38086	22763.43359	24324.41797	26001.60352
China	CHN	GINI index (World Bank estimate)	SI.POV.GINI	42.2	..	..	..	..
China	CHN	"Government expenditure on education, total (% of GDP)"	SE.XPD.TOTL.GD.ZS	..	..	..	..	..
China	CHN	Gross capital formation (% of GDP)	NE.GDI.TOTL.ZS	47.23453111	47.38775199	47.00771662	45.40088041	44.26358088
China	CHN	Gross capital formation (annual % growth)	NE.GDI.TOTL.KD.ZG	7.588780558	9.571922248	7.510178768	6.286218253	6.360449343
China	CHN	"Gross fixed capital formation, private sector (% of GDP)"	NE.GDI.FPRV.ZS	..	..	..	..	..
China	CHN	High-technology exports (% of manufactured exports)	TX.VAL.TECH.MF.ZS	26.27400734	26.96548952	25.37227632	25.64819362	25.236142
China	CHN	ICT goods imports (% total goods imports)	TM.VAL.ICTG.ZS.UN	19.55576406	20.54718938	19.70968641	23.34629226	23.75591962
World	WLD	Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	29.98442804	29.73424833	29.65791136	28.51300129	27.69025202
China	CHN	Individuals using the Internet (% of population)	IT.NET.USER.ZS	42.30011749	45.8	47.9	50.3	53.2
China	CHN	"Industry, value added (% of GDP)"	NV.IND.TOTL.ZS	45.273502	44.0081519	43.10295577	40.93163605	39.88078035
China	CHN	"Industry, value added (annual % growth)"	NV.IND.TOTL.KD.ZG	8.364160054	7.986970684	7.393822394	6.197195758	6.3
China	CHN	"Industry, value added (constant 2005 US$)"	NV.IND.TOTL.KD	3.39507E+12	3.66623E+12	3.93731E+12	4.18131E+12	4.44473E+12
China	CHN	"Inflation, consumer prices (annual %)"	FP.CPI.TOTL.ZG	2.643051771	2.62808601	2.000344887	1.437024514	2
China	CHN	Informal payments to public officials (% of firms)	IC.FRM.CORR.ZS	10.7	..	..	..	..
China	CHN	International migrant stock (% of population)	SM.POP.TOTL.ZS	..	..	..	0.071076396	..
China	CHN	"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)"	SL.TLF.CACT.FE.ZS	63.29600143	63.05899811	62.77500153	62.43600082	62.0340004
China	CHN	"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)"	SL.TLF.CACT.MA.ZS	77.46499634	77.24700165	77.0059967	76.72799683	76.39399719
China	CHN	"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)"	SL.TLF.CACT.ZS	70.52700043	70.3010025	70.03900146	69.73200226	69.36599731
China	CHN	Labor force with advanced education (% of total working-age population with advanced education)	SL.TLF.ADVN.ZS	..	..	..	..	..
China	CHN	"Labor force with advanced education, female (% of female working-age population with advanced education)"	SL.TLF.ADVN.FE.ZS	..	..	..	..	..
China	CHN	"Labor force with advanced education, male (% of male working-age population with advanced education)"	SL.TLF.ADVN.MA.ZS	..	..	..	..	..
China	CHN	Labor force with basic education (% of total working-age population with basic education)	SL.TLF.BASC.ZS	..	..	..	..	..
China	CHN	"Labor force with basic education, female (% of female working-age population with basic education)"	SL.TLF.BASC.FE.ZS	..	..	..	..	..
China	CHN	"Labor force with basic education, male (% of male working-age population with basic education)"	SL.TLF.BASC.MA.ZS	..	..	..	..	..
China	CHN	Labor force with intermediate education (% of total working-age population with intermediate education)	SL.TLF.INTM.ZS	..	..	..	..	..
China	CHN	"Labor force with intermediate education, female (% of female working-age population with intermediate education)"	SL.TLF.INTM.FE.ZS	..	..	..	..	..
China	CHN	"Labor force with intermediate education, male (% of male working-age population with intermediate education)"	SL.TLF.INTM.MA.ZS	..	..	..	..	..
China	CHN	"Labor force, total"	SL.TLF.TOTL.IN	784480961	785747229	786573327	787073203	787050042
China	CHN	"Life expectancy at birth, female (years)"	SP.DYN.LE00.FE.IN	77.18	77.342	77.503	77.667	77.833
China	CHN	"Life expectancy at birth, male (years)"	SP.DYN.LE00.MA.IN	74.15	74.322	74.485	74.641	74.795
China	CHN	Lifetime risk of maternal death (%)	SH.MMR.RISK.ZS	0.047706602	0.045479462	0.04379777	0.042300762	..
China	CHN	"Literacy rate, adult female (% of females ages 15 and above)"	SE.ADT.LITR.FE.ZS	..	..	..	..	..
China	CHN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS	..	..	..	..	..
China	CHN	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS	..	..	..	..	..
China	CHN	"Literacy rate, youth female (% of females ages 15-24)"	SE.ADT.1524.LT.FE.ZS	..	..	..	..	..
China	CHN	"Literacy rate, youth male (% of males ages 15-24)"	SE.ADT.1524.LT.MA.ZS	..	..	..	..	..
China	CHN	"Literacy rate, youth total (% of people ages 15-24)"	SE.ADT.1524.LT.ZS	..	..	..	..	..
China	CHN	"Manufacturing, value added (% of GDP)"	NV.IND.MANF.ZS	31.42428488	30.55346604	30.37704711	29.37660333	28.81834033
China	CHN	"Manufacturing, value added (annual % growth)"	NV.IND.MANF.KD.ZG	..	..	..	..	..
China	CHN	"Manufacturing, value added (constant 2005 US$)"	NV.IND.MANF.KD	..	..	..	..	..
China	CHN	Market capitalization of listed companies (% of GDP)	CM.MKT.LCAP.GD.ZS	43.19088376	41.10597704	57.28615248	74.00150272	65.41634575
China	CHN	Mobile cellular subscriptions (per 100 people)	IT.CEL.SETS.P2	80.87231798	88.88624773	92.51732892	92.48087287	97.25213003
China	CHN	"New business density (new registrations per 1,000 people ages 15-64)"	IC.BUS.NDNS.ZS	..	..	..	..	..
China	CHN	New businesses registered (number)	IC.BUS.NREG	..	..	..	..	..
China	CHN	Number of visits or required meetings with tax officials	IC.TAX.METG	2.1	..	..	..	..
China	CHN	"Own-account workers, female (% of female employment) (modeled ILO estimate)"	SL.EMP.OWAC.FE.ZS	19.73200035	20.16200066	20.47100067	20.86400032	21.18099976
China	CHN	"Own-account workers, male (% of male employment) (modeled ILO estimate)"	SL.EMP.OWAC.MA.ZS	28.61000061	28.32500076	27.99699974	28.17900085	28.01399994
China	CHN	"Own-account workers, total (% of male employment) (modeled ILO estimate)"	SL.EMP.OWAC.ZS	24.68499947	24.71800041	24.67399979	24.95299911	25.00699997
China	CHN	"Personal remittances, paid (current US$)"	BM.TRF.PWKR.CD.DT	1788058506	1714202599	4155302052	20421778043	20285995518
China	CHN	"Personal transfers, receipts (BoP, current US$)"	BX.TRF.PWKR.CD	..	..	..	11340621328	8342304876
China	CHN	Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	17.64884349	17.65828765	17.6812172	17.68559336	17.70054467
China	CHN	"Population ages 0-14, total"	SP.POP.0014.TO	238382047	239690065	241219542	242508393	244031214
China	CHN	Population ages 15-64 (% of total)	SP.POP.1564.TO.ZS	73.55974934	73.32171095	73.0094911	72.63826196	72.17655458
China	CHN	"Population ages 15-64, total"	SP.POP.1564.TO	993567856	995254240	996046584	996030376	995072896
China	CHN	Population ages 65 and above (% of total)	SP.POP.65UP.TO.ZS	8.791407171	9.020001394	9.309291702	9.676144679	10.12290075
China	CHN	"Population ages 65 and above, total"	SP.POP.65UP.TO	118745097	122435695	127003874	132681231	139560890
China	CHN	Population density (people per sq. km of land area)	EN.POP.DNST	143.8713936	144.5834568	145.317356	146.0576461	146.850662
China	CHN	Population growth (annual %)	SP.POP.GROW	0.487231118	0.493709634	0.506311592	0.508136747	0.541478512
China	CHN	"Population, total"	SP.POP.TOTL	1350695000	1357380000	1364270000	1371220000	1378665000
China	CHN	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	6.5	1.9	1.4	0.7	..
China	CHN	"Prevalence of HIV, total (% of population ages 15-49)"	SH.DYN.AIDS.ZS	..	..	..	..	..
China	CHN	"Primary completion rate, female (% of relevant age group)"	SE.PRM.CMPT.FE.ZS	..	99.22651672	..	..	..
China	CHN	"Primary completion rate, male (% of relevant age group)"	SE.PRM.CMPT.MA.ZS	..	100.4614716	..	..	..
China	CHN	"Primary completion rate, total (% of relevant age group)"	SE.PRM.CMPT.ZS	..	99.88661957	..	..	..
China	CHN	Private credit bureau coverage (% of adults)	IC.CRD.PRVT.ZS	..	0	0	0	21.3
China	CHN	Public credit registry coverage (% of adults)	IC.CRD.PUBL.ZS	..	30.2	33.2	89.5	91.1
China	CHN	Research and development expenditure (% of GDP)	GB.XPD.RSDV.GD.ZS	1.90711	1.99102	2.02106	2.06558	..
China	CHN	Researchers in R&D (per million people)	SP.POP.SCIE.RD.P6	1035.87909	1089.19205	1113.07185	1176.57712	..
China	CHN	Rural population	SP.RUR.TOTL	651507733	637792141	624030741	610192900	596465626
China	CHN	Rural population (% of total population)	SP.RUR.TOTL.ZS	48.235	46.987	45.741	44.5	43.264
China	CHN	"School enrollment, primary (% gross)"	SE.PRM.ENRR	105.2337112	103.8762283	99.20278931	99.33322906	100.8538132
China	CHN	"School enrollment, primary, female (% gross)"	SE.PRM.ENRR.FE	104.6946564	103.8152466	99.2960434	99.51004028	101.176712
China	CHN	"School enrollment, primary, male (% gross)"	SE.PRM.ENRR.MA	105.7010422	103.9289322	99.12239838	99.1811676	100.5766373
China	CHN	"School enrollment, secondary (% gross)"	SE.SEC.ENRR	92.56813049	95.029953	..	..	..
China	CHN	"School enrollment, secondary (gross), gender parity index (GPI)"	SE.ENR.SECO.FM.ZS	1.009039998	1.018180013	..	..	..
China	CHN	"School enrollment, secondary, female (% gross)"	SE.SEC.ENRR.FE	93.01016998	95.93997192	..	..	..
China	CHN	"School enrollment, secondary, male (% gross)"	SE.SEC.ENRR.MA	92.17671204	94.22653198	..	..	..
China	CHN	"School enrollment, tertiary (% gross)"	SE.TER.ENRR	28.03519058	31.45985985	41.27772903	45.35071945	48.44105148
China	CHN	"School enrollment, tertiary (gross), gender parity index (GPI)"	SE.ENR.TERT.FM.ZS	1.110499978	1.135920048	1.163149953	1.187809944	1.206269979
China	CHN	"School enrollment, tertiary, female (% gross)"	SE.TER.ENRR.FE	29.57237053	33.56719971	44.57038116	49.4844017	53.26293182
China	CHN	"School enrollment, tertiary, male (% gross)"	SE.TER.ENRR.MA	26.62976074	29.55069923	38.31853867	41.6600914	44.15499878
China	CHN	"Self-employed, female (% of female employment) (modeled ILO estimate)"	SL.EMP.SELF.FE.ZS	37.90499878	37.33399963	36.74900055	36.54499817	36.17499924
China	CHN	"Self-employed, male (% of male employment) (modeled ILO estimate)"	SL.EMP.SELF.MA.ZS	38.4679985	37.8730011	37.29800034	36.97700119	36.53499985
China	CHN	"Self-employed, total (% of total employment) (modeled ILO estimate)"	SL.EMP.SELF.ZS	38.21900177	37.63499832	37.05599976	36.78699875	36.3769989
China	CHN	Tax payments (number)	IC.TAX.PAYM	..	9	9	9	9
China	CHN	Tax revenue (% of GDP)	GC.TAX.TOTL.GD.ZS	10.22284045	9.869762685	9.672442542	9.374282116	..
China	CHN	"Taxes on income, profits and capital gains (% of total taxes)"	GC.TAX.YPKG.ZS	28.19577523	31.25631316	32.49354076	35.31397668	..
China	CHN	Technicians in R&D (per million people)	SP.POP.TECH.RD.P6	..	..	..	..	..
China	CHN	Telephone lines (per 100 people)	IT.MLT.MAIN.P2	20.22638739	19.30765914	17.94317934	16.53480879	14.72204818
China	CHN	Time required to enforce a contract (days)	IC.LGL.DURS	..	496.3	496.3	496.3	496.3
China	CHN	Time required to obtain an operating license (days)	IC.FRM.DURS	27.5	..	..	..	..
China	CHN	Time required to register property (days)	IC.PRP.DURS	..	19.5	19.5	19.5	19.5
China	CHN	Time required to start a business (days)	IC.REG.DURS	..	32.4	29.4	29.4	26.9
China	CHN	Time to prepare and pay taxes (hours)	IC.TAX.DURS	..	318	261	261	259
China	CHN	Time to resolve insolvency (years)	IC.ISV.DURS	..	1.7	1.7	1.7	1.7
China	CHN	"Total employment, total (ages 15+)"	SL.EMP.TOTL	749420852	750070551	750444761	750830290	750458119
China	CHN	Unemployment with advanced education (% of total labor force with advanced education)	SL.UEM.ADVN.ZS	..	..	..	..	..
China	CHN	"Unemployment with advanced education, female (% of female labor force with advanced education)"	SL.UEM.ADVN.FE.ZS	..	..	..	..	..
China	CHN	"Unemployment with advanced education, male (% of male labor force with advanced education)"	SL.UEM.ADVN.MA.ZS	..	..	..	..	..
China	CHN	Unemployment with intermediate education (% of total labor force with intermediate education)	SL.UEM.INTM.ZS	..	..	..	..	..
China	CHN	"Unemployment with intermediate education, female (% of female labor force with intermediate education)"	SL.UEM.INTM.FE.ZS	..	..	..	..	..
China	CHN	"Unemployment with intermediate education, male (% of male labor force with intermediate education)"	SL.UEM.INTM.MA.ZS	..	..	..	..	..
China	CHN	"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	3.90199995	3.957999945	3.999000072	4.005000114	4.131000042
China	CHN	"Unemployment, male (% of male labor force) (modeled ILO estimate)"	SL.UEM.TOTL.MA.ZS	4.914999962	4.995999813	5.058000088	5.072999954	5.051000118
China	CHN	"Unemployment, total (% of total labor force) (modeled ILO estimate)"	SL.UEM.TOTL.ZS	4.46999979	4.539999962	4.592999935	4.605000019	4.649000168
China	CHN	"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)"	SL.UEM.1524.FE.ZS	9.161999702	9.326000214	9.449999809	9.592000008	9.656999588
China	CHN	"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)"	SL.UEM.1524.MA.ZS	11.33699989	11.53999996	11.69400024	11.86999989	11.89999962
China	CHN	"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)"	SL.UEM.1524.ZS	10.34599972	10.52999973	10.67000008	10.82999992	10.875
China	CHN	Urban population	SP.URB.TOTL	699187267	719587859	740239259	761027100	782199374
China	CHN	Urban population (% of total)	SP.URB.TOTL.IN.ZS	51.765	53.013	54.259	55.5	56.736
China	CHN	"Vulnerable employment, female (% of female employment) (modeled ILO estimate)"	SL.EMP.VULN.FE.ZS	36.18000031	35.59400082	34.98300076	34.86999989	34.51099968
China	CHN	"Vulnerable employment, male (% of male employment) (modeled ILO estimate)"	SL.EMP.VULN.MA.ZS	33.35100079	32.80800056	32.2329998	32.21200085	31.85099983
China	CHN	"Vulnerable employment, total (% of total employment) (modeled ILO estimate)"	SL.EMP.VULN.ZS	34.60099983	34.03900051	33.44699955	33.38399887	33.02200031
China	CHN	"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)"	SL.EMP.WORK.FE.ZS	62.09500122	62.66600037	63.25099945	63.45500183	63.82500076
China	CHN	"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)"	SL.EMP.WORK.MA.ZS	61.5320015	62.1269989	62.70199966	63.02299881	63.46500015
China	CHN	"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)"	SL.EMP.WORK.ZS	61.78099823	62.36500168	62.94400024	63.21300125	63.6230011
Japan	JPN	Access to electricity (% of population)	EG.ELC.ACCS.ZS	100	100	100	100	100
Japan	JPN	"Adolescent fertility rate (births per 1,000 women ages 15-19)"	SP.ADO.TFRT	4.479	4.3988	4.3186	4.2384	4.1582
Japan	JPN	Age dependency ratio (% of working-age population)	SP.POP.DPND	59.01528016	60.7133638	62.38332319	63.95212579	65.29010631
Japan	JPN	"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	1.141795695	1.104187087	1.056266492	1.110292794	1.150329337
Japan	JPN	"Agriculture, value added (annual % growth)"	NV.AGR.TOTL.KD.ZG	0.632013171	0.289577104	-3.148026624	-4.822285891	-13.10688498
Japan	JPN	"Agriculture, value added (constant 2005 US$)"	NV.AGR.TOTL.KD	63946957943	64132133692	62113237049	59117959183	51369436270
Japan	JPN	"Air transport, registered carrier departures worldwide"	IS.AIR.DPRT	874677	915542.658	927666	956015	984320
Japan	JPN	"Automated teller machines (ATMs) (per 100,000 adults)"	FB.ATM.TOTL.P5	127.8959517	128.2963417	127.4940848	127.6515169	127.7969277
Japan	JPN	"Borrowers from commercial banks (per 1,000 adults)"	FB.CBK.BRWR.P3	..	..	..	..	..
Japan	JPN	Consumer price index (2010 = 100)	FP.CPI.TOTL	99.68056635	100.0259	102.7885695	103.6001036	103.4792368
Japan	JPN	"Contributing family workers, female (% of female employment) (modeled ILO estimate)"	SL.FAM.WORK.FE.ZS	5.498000145	5.293000221	5.017000198	4.822000027	4.421999931
Japan	JPN	"Contributing family workers, male (% of male employment) (modeled ILO estimate)"	SL.FAM.WORK.MA.ZS	0.981000006	0.899999976	0.925000012	0.842000008	0.838
Japan	JPN	"Contributing family workers, total (% of total employment) (modeled ILO estimate)"	SL.FAM.WORK.ZS	2.881000042	2.76699996	2.671999931	2.551000118	2.388000011
Japan	JPN	CPIA economic management cluster average (1=low to 6=high)	IQ.CPA.ECON.XQ	..	..	..	..	..
Japan	JPN	CPIA financial sector rating (1=low to 6=high)	IQ.CPA.FINS.XQ	..	..	..	..	..
Japan	JPN	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ	..	..	..	..	..
Japan	JPN	CPIA macroeconomic management rating (1=low to 6=high)	IQ.CPA.MACR.XQ	..	..	..	..	..
Japan	JPN	CPIA policies for social inclusion/equity cluster average (1=low to 6=high)	IQ.CPA.SOCI.XQ	..	..	..	..	..
Japan	JPN	CPIA property rights and rule-based governance rating (1=low to 6=high)	IQ.CPA.PROP.XQ	..	..	..	..	..
Japan	JPN	CPIA social protection rating (1=low to 6=high)	IQ.CPA.PROT.XQ	..	..	..	..	..
Japan	JPN	Depth of credit information index (0=low to 8=high)	IC.CRD.INFO.XQ	..	6	6	6	6
Japan	JPN	Domestic credit provided by financial sector (% of GDP)	FS.AST.DOMS.GD.ZS	329.9683676	338.1495051	345.721875	341.810897	345.1493195
Japan	JPN	Domestic credit to private sector (% of GDP)	FS.AST.PRVT.GD.ZS	159.8575165	162.308458	162.6762173	162.0589991	161.7147985
Japan	JPN	Ease of doing business index (1=most business-friendly regulations)	IC.BUS.EASE.XQ	..	..	..	..	..
Japan	JPN	Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	7998.346771	7988.58331	7819.714636	..	..
Japan	JPN	"Employers, female (% of female employment) (modeled ILO estimate)"	SL.EMP.MPYR.FE.ZS	0.880999982	0.902999997	0.893999994	0.848999977	0.834999979
Japan	JPN	"Employers, male (% of male employment) (modeled ILO estimate)"	SL.EMP.MPYR.MA.ZS	3.229000092	3.236000061	3.11500001	3.006000042	2.963999987
Japan	JPN	"Employers, total (% of total employment) (modeled ILO estimate)"	SL.EMP.MPYR.ZS	2.240999937	2.243999958	2.165999889	2.079999924	2.042999983
Japan	JPN	Employment in agriculture (% of total employment) (modeled ILO estimate)	SL.AGR.EMPL.ZS	3.867000103	3.746000051	3.678999901	3.632999897	3.502000093
Japan	JPN	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS	3.538000107	3.382999897	3.276000023	3.223999977	3.045000076
Japan	JPN	"Employment in agriculture, male (% of male employment) (modeled ILO estimate)"	SL.AGR.EMPL.MA.ZS	4.105000019	4.013999939	3.979000092	3.940999985	3.848999977
Japan	JPN	Employment in industry (% of total employment) (modeled ILO estimate)	SL.IND.EMPL.ZS	26.19599915	26.19000053	25.22400093	25.90800095	25.61499977
Japan	JPN	"Employment in industry, female (% of female employment) (modeled ILO estimate)"	SL.IND.EMPL.FE.ZS	14.70300007	14.68500042	14.47999954	14.77200031	14.54399967
Japan	JPN	"Employment in industry, male (% of male employment) (modeled ILO estimate)"	SL.IND.EMPL.MA.ZS	34.54600143	34.69200134	33.22900009	34.29000092	34.04999924
Japan	JPN	Employment in services (% of total employment) (modeled ILO estimate)	SL.SRV.EMPL.ZS	69.93699646	70.06400299	71.09700012	70.45899963	70.88300323
Japan	JPN	"Employment in services, female (% of female employment) (modeled ILO estimate)"	SL.SRV.EMPL.FE.ZS	81.75900269	81.93099976	82.2440033	82.0039978	82.41100311
Japan	JPN	"Employment in services, male (% of male employment) (modeled ILO estimate)"	SL.SRV.EMPL.MA.ZS	61.34899902	61.29399872	62.79199982	61.76900101	62.09999847
Japan	JPN	Export value index (2000 = 100)	TX.VAL.MRCH.XD.WD	166.6126127	149.0963493	144.0034606	130.3551706	134.5514458
Japan	JPN	Export volume index (2000 = 100)	TX.QTY.MRCH.XD.WD	106.7485529	105.130622	105.7447101	104.6583902	104.9625178
United States	USA	Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	13.6066085	13.63931151	13.62004392	12.49904391	11.89062242
Japan	JPN	Exports of goods and services (annual % growth)	NE.EXP.GNFS.KD.ZG	-0.088488698	0.761212809	9.290369415	2.941314973	1.338530638
Japan	JPN	"Fertility rate, total (births per woman)"	SP.DYN.TFRT.IN	1.41	1.43	1.42	1.45	1.44
